region,lower,upper,mid_lower,mid_upper,metric,Expected change in daily cases
United States,386.524967341426,3676.26087586503,940.053843798967,1837.84479797892,New confirmed cases by infection date,Likely increasing
India,164.084632792977,1923.63533922847,593.18689925607,1190.97511356709,New confirmed cases by infection date,Unsure
Peru,14.8321100935375,1739.16387735597,278.261604913272,679.145285089999,New confirmed cases by infection date,Unsure
Brazil,463.857365212388,1450.87450215147,856.589971705616,1152.50589019892,New confirmed cases by infection date,Unsure
Mexico,31.4790682810145,1287.87732364217,369.743190699043,732.509482712055,New confirmed cases by infection date,Unsure
Kyrgyzstan,0.00669948332091237,781.371163972187,0.00669948332091237,242.234207860666,New confirmed cases by infection date,Unsure
South Africa,133.012773224946,756.666493115709,277.876427436853,479.37254770413,New confirmed cases by infection date,Likely increasing
Colombia,174.66406011907,705.863465397784,349.597668237716,525.934151351245,New confirmed cases by infection date,Likely increasing
Kazakhstan,0.0102077746931671,661.293247365091,0.211748979776007,74.941567682434,New confirmed cases by infection date,Likely increasing
Iran,108.412288629995,461.476353491717,248.875015618108,373.765585027317,New confirmed cases by infection date,Unsure
Argentina,38.6555334137135,458.866216420292,85.5635337719435,191.328028535174,New confirmed cases by infection date,Likely increasing
Chile,1.372766884975,239.91370896563,55.4820390879561,133.669825775349,New confirmed cases by infection date,Unsure
Russia,16.9017479370433,189.536815334256,80.0208334580828,141.221076929236,New confirmed cases by infection date,Unsure
Iraq,5.15002208018809,174.970370813208,21.2297889422218,76.4738621870606,New confirmed cases by infection date,Unsure
Bolivia,4.58401296229981,164.474096651502,53.2991458176918,106.007564984586,New confirmed cases by infection date,Unsure
Honduras,3.64095165927624,159.695686659965,30.9102285917096,75.1715285431986,New confirmed cases by infection date,Likely increasing
Australia,0.0105951045078927,156.808905914711,11.9998306248535,50.5933170449943,New confirmed cases by infection date,Likely increasing
Indonesia,15.2509788972129,156.799158471858,71.9048740847403,120.48329692633,New confirmed cases by infection date,Unsure
Zambia,0.000392830033110847,138.551964467238,0.000392830033110847,14.265181788262,New confirmed cases by infection date,Unsure
Slovenia,2.65249532363354e-05,136.174128807431,2.65249532363354e-05,1.44516706404446,New confirmed cases by infection date,Unsure
Costa Rica,0.12090405645669,120.631620004938,1.47893586838535,29.3090032548249,New confirmed cases by infection date,Unsure
Ethiopia,0.00722827141193186,100.680528152867,2.12329039920803,23.5502121380938,New confirmed cases by infection date,Unsure
Switzerland,0.0104164928536392,86.6647044466033,0.0104164928536392,6.63576039061439,New confirmed cases by infection date,Unsure
United Kingdom,10.8248505839831,76.9180349272657,31.4117159082711,48.6408802815738,New confirmed cases by infection date,Likely decreasing
Lebanon,0.0120693981626454,67.2746487426173,1.02274936199685,8.71245293302158,New confirmed cases by infection date,Likely increasing
Egypt,0.269283170810966,65.9506126893623,3.96562404337403,25.4070255982098,New confirmed cases by infection date,Unsure
Bangladesh,18.207034238707,64.3769931290663,32.4048703581958,44.9659089485646,New confirmed cases by infection date,Unsure
Panama,3.86611471160822,61.9412852424076,12.9120631717648,36.1701363000638,New confirmed cases by infection date,Unsure
Netherlands,0.000522119584465862,61.7719360284228,0.000522119584465862,1.17096133350673,New confirmed cases by infection date,Unsure
Ecuador,0.0847517505963796,58.604689104573,12.2709428089459,33.6238052989893,New confirmed cases by infection date,Unsure
Kosovo,0.109097850316156,56.4394401384831,0.269636375858479,16.8863277646727,New confirmed cases by infection date,Unsure
Eswatini,0.0112735051550727,53.8563010926242,0.0577128758213793,5.60278627994617,New confirmed cases by infection date,Likely increasing
Guatemala,0.0384780665892042,52.5168317778433,3.99192500475735,22.9944829512421,New confirmed cases by infection date,Unsure
Croatia,0.0205803063278816,46.1232890639638,0.775919803979186,10.8244121707062,New confirmed cases by infection date,Likely increasing
Romania,10.6395922945263,45.9425492977639,21.8392798357671,32.3732360016978,New confirmed cases by infection date,Unsure
Saudi Arabia,4.60562309902255,43.5432084885531,14.6081216471234,29.1231514600069,New confirmed cases by infection date,Unsure
Puerto Rico,0.0019561461408335,40.3613839328397,1.80696507121443,9.91083466538801,New confirmed cases by infection date,Likely increasing
Israel,0.211276186694793,40.080184246721,14.6229325868022,30.997700346464,New confirmed cases by infection date,Likely increasing
Philippines,1.36400903258036e-05,40.0438594789441,1.36400903258036e-05,5.91312162201431,New confirmed cases by infection date,Unsure
Zimbabwe,0.00630654134904585,38.4088662439981,0.00630654134904585,7.61078905096084,New confirmed cases by infection date,Likely increasing
Morocco,0.759936812849327,37.0805902702505,9.4709688337654,20.5310576533668,New confirmed cases by infection date,Likely increasing
China,0.00436952980541756,36.9186141250022,0.00436952980541756,9.19382948390833,New confirmed cases by infection date,Likely increasing
Dominican Republic,2.01003476132691,34.772547439973,11.1839967258946,20.2542054948366,New confirmed cases by infection date,Unsure
Ukraine,0.0202304849321885,34.2821246706639,5.39944365902582,17.8912952437266,New confirmed cases by infection date,Unsure
Malawi,0.00443553006802778,31.9936676945844,0.00443553006802778,11.5849146578836,New confirmed cases by infection date,Unsure
Kenya,0.0139086898367865,27.4651857474901,5.13788967550752,14.4406784629122,New confirmed cases by infection date,Unsure
Uzbekistan,6.33824623452693e-05,27.0594675434116,6.33824623452693e-05,4.36502620147188,New confirmed cases by infection date,Unsure
Turkey,3.9847200052071,26.6663751342682,12.0363830581095,20.8119583586322,New confirmed cases by infection date,Unsure
Madagascar,0.124140757165279,25.6697706035374,4.253656327819,11.5673884138451,New confirmed cases by infection date,Likely increasing
Japan,0.00238329377977581,25.1839758063293,0.0121945528939568,2.0887964278745,New confirmed cases by infection date,Unsure
Pakistan,0.0456702937119058,24.3374058169747,3.00810946349328,11.9800675828081,New confirmed cases by infection date,Likely decreasing
Oman,2.20619325713265,24.1931285088672,9.38754727728424,16.2096476425652,New confirmed cases by infection date,Unsure
El Salvador,0.0293969113618581,23.3637374719312,0.00624297595975224,6.49496813730719,New confirmed cases by infection date,Unsure
Congo - Kinshasa,0.00240748160746173,22.8655499634915,0.00526007788277006,1.5039431975322,New confirmed cases by infection date,Unsure
Albania,0.145627305731326,22.0621196882584,3.21314811425291,9.08906248097836,New confirmed cases by infection date,Unsure
Bosnia & Herzegovina,0.0283968216352775,20.9045744469757,4.74080620919585,12.8411242582008,New confirmed cases by infection date,Unsure
Serbia,0.000190855878475053,20.8794673239627,0.000190855878475053,2.25853938695134,New confirmed cases by infection date,Unsure
Sudan,1.12561676521602e-05,18.7287984876059,0.0642882567151481,3.47047452396005,New confirmed cases by infection date,Unsure
